MSA,GEO,YEAR,INDUSTRY,Count
Salt Lake City,Core,2010,"Agriculture, Forestry, Fishing and Hunting",26
Salt Lake City,Core,2010,"Mining, Quarrying, and Oil and Gas Extraction",174
Salt Lake City,Core,2010,Utilities,1662
Salt Lake City,Core,2010,Construction,3308
Salt Lake City,Core,2010,Manufacturing,5924
Salt Lake City,Core,2010,Wholesale Trade,4906
Salt Lake City,Core,2010,Retail Trade,10148
Salt Lake City,Core,2010,Transportation and Warehousing,2050
Salt Lake City,Core,2010,Information,4436
Salt Lake City,Core,2010,Finance and Insurance,8667
Salt Lake City,Core,2010,Real Estate and Rental and Leasing,2336
Salt Lake City,Core,2010,"Professional, Scientific, and Technical Services",11674
Salt Lake City,Core,2010,Management of Companies and Enterprises,6101
Salt Lake City,Core,2010,"Administration & Support, Waste Management and Remediation",5309
Salt Lake City,Core,2010,Educational Services,17274
Salt Lake City,Core,2010,Health Care and Social Assistance,20667
Salt Lake City,Core,2010,"Arts, Entertainment, and Recreation",2013
Salt Lake City,Core,2010,Accommodation and Food Services,10004
Salt Lake City,Core,2010,Other Services (excluding Public Administration),3296
Salt Lake City,Core,2010,Public Administration,17455
Salt Lake City,Core,2009,"Agriculture, Forestry, Fishing and Hunting",28
Salt Lake City,Core,2009,"Mining, Quarrying, and Oil and Gas Extraction",180
Salt Lake City,Core,2009,Utilities,1731
Salt Lake City,Core,2009,Construction,3893
Salt Lake City,Core,2009,Manufacturing,6419
Salt Lake City,Core,2009,Wholesale Trade,5082
Salt Lake City,Core,2009,Retail Trade,10357
Salt Lake City,Core,2009,Transportation and Warehousing,5045
Salt Lake City,Core,2009,Information,3469
Salt Lake City,Core,2009,Finance and Insurance,9251
Salt Lake City,Core,2009,Real Estate and Rental and Leasing,2726
Salt Lake City,Core,2009,"Professional, Scientific, and Technical Services",11981
Salt Lake City,Core,2009,Management of Companies and Enterprises,6365
Salt Lake City,Core,2009,"Administration & Support, Waste Management and Remediation",4878
Salt Lake City,Core,2009,Educational Services,4675
Salt Lake City,Core,2009,Health Care and Social Assistance,18420
Salt Lake City,Core,2009,"Arts, Entertainment, and Recreation",2156
Salt Lake City,Core,2009,Accommodation and Food Services,10169
Salt Lake City,Core,2009,Other Services (excluding Public Administration),3228
Salt Lake City,Core,2009,Public Administration,16426
Salt Lake City,Core,2008,"Agriculture, Forestry, Fishing and Hunting",41
Salt Lake City,Core,2008,"Mining, Quarrying, and Oil and Gas Extraction",199
Salt Lake City,Core,2008,Utilities,1718
Salt Lake City,Core,2008,Construction,4068
Salt Lake City,Core,2008,Manufacturing,7304
Salt Lake City,Core,2008,Wholesale Trade,5375
Salt Lake City,Core,2008,Retail Trade,11442
Salt Lake City,Core,2008,Transportation and Warehousing,2741
Salt Lake City,Core,2008,Information,3615
Salt Lake City,Core,2008,Finance and Insurance,9610
Salt Lake City,Core,2008,Real Estate and Rental and Leasing,3000
Salt Lake City,Core,2008,"Professional, Scientific, and Technical Services",12639
Salt Lake City,Core,2008,Management of Companies and Enterprises,6871
Salt Lake City,Core,2008,"Administration & Support, Waste Management and Remediation",6007
Salt Lake City,Core,2008,Educational Services,15931
Salt Lake City,Core,2008,Health Care and Social Assistance,16722
Salt Lake City,Core,2008,"Arts, Entertainment, and Recreation",2025
Salt Lake City,Core,2008,Accommodation and Food Services,10753
Salt Lake City,Core,2008,Other Services (excluding Public Administration),3344
Salt Lake City,Core,2008,Public Administration,16509
Salt Lake City,Core,2007,"Agriculture, Forestry, Fishing and Hunting",86
Salt Lake City,Core,2007,"Mining, Quarrying, and Oil and Gas Extraction",139
Salt Lake City,Core,2007,Utilities,1723
Salt Lake City,Core,2007,Construction,4572
Salt Lake City,Core,2007,Manufacturing,7465
Salt Lake City,Core,2007,Wholesale Trade,5271
Salt Lake City,Core,2007,Retail Trade,11270
Salt Lake City,Core,2007,Transportation and Warehousing,2553
Salt Lake City,Core,2007,Information,3757
Salt Lake City,Core,2007,Finance and Insurance,9130
Salt Lake City,Core,2007,Real Estate and Rental and Leasing,2767
Salt Lake City,Core,2007,"Professional, Scientific, and Technical Services",12086
Salt Lake City,Core,2007,Management of Companies and Enterprises,7207
Salt Lake City,Core,2007,"Administration & Support, Waste Management and Remediation",6452
Salt Lake City,Core,2007,Educational Services,15767
Salt Lake City,Core,2007,Health Care and Social Assistance,17323
Salt Lake City,Core,2007,"Arts, Entertainment, and Recreation",1921
Salt Lake City,Core,2007,Accommodation and Food Services,10394
Salt Lake City,Core,2007,Other Services (excluding Public Administration),3180
Salt Lake City,Core,2007,Public Administration,16357
Salt Lake City,Core,2006,"Agriculture, Forestry, Fishing and Hunting",72
Salt Lake City,Core,2006,"Mining, Quarrying, and Oil and Gas Extraction",135
Salt Lake City,Core,2006,Utilities,1626
Salt Lake City,Core,2006,Construction,3795
Salt Lake City,Core,2006,Manufacturing,7980
Salt Lake City,Core,2006,Wholesale Trade,5949
Salt Lake City,Core,2006,Retail Trade,11154
Salt Lake City,Core,2006,Transportation and Warehousing,2741
Salt Lake City,Core,2006,Information,3609
Salt Lake City,Core,2006,Finance and Insurance,8986
Salt Lake City,Core,2006,Real Estate and Rental and Leasing,2593
Salt Lake City,Core,2006,"Professional, Scientific, and Technical Services",12012
Salt Lake City,Core,2006,Management of Companies and Enterprises,6823
Salt Lake City,Core,2006,"Administration & Support, Waste Management and Remediation",6444
Salt Lake City,Core,2006,Educational Services,15636
Salt Lake City,Core,2006,Health Care and Social Assistance,17726
Salt Lake City,Core,2006,"Arts, Entertainment, and Recreation",1857
Salt Lake City,Core,2006,Accommodation and Food Services,11021
Salt Lake City,Core,2006,Other Services (excluding Public Administration),3063
Salt Lake City,Core,2006,Public Administration,16196
Salt Lake City,Core,2005,"Agriculture, Forestry, Fishing and Hunting",74
Salt Lake City,Core,2005,"Mining, Quarrying, and Oil and Gas Extraction",142
Salt Lake City,Core,2005,Utilities,1611
Salt Lake City,Core,2005,Construction,2888
Salt Lake City,Core,2005,Manufacturing,7923
Salt Lake City,Core,2005,Wholesale Trade,5880
Salt Lake City,Core,2005,Retail Trade,11120
Salt Lake City,Core,2005,Transportation and Warehousing,2788
Salt Lake City,Core,2005,Information,4161
Salt Lake City,Core,2005,Finance and Insurance,8796
Salt Lake City,Core,2005,Real Estate and Rental and Leasing,2376
Salt Lake City,Core,2005,"Professional, Scientific, and Technical Services",10558
Salt Lake City,Core,2005,Management of Companies and Enterprises,7314
Salt Lake City,Core,2005,"Administration & Support, Waste Management and Remediation",6804
Salt Lake City,Core,2005,Educational Services,15648
Salt Lake City,Core,2005,Health Care and Social Assistance,17722
Salt Lake City,Core,2005,"Arts, Entertainment, and Recreation",1801
Salt Lake City,Core,2005,Accommodation and Food Services,10685
Salt Lake City,Core,2005,Other Services (excluding Public Administration),2905
Salt Lake City,Core,2005,Public Administration,16231
Salt Lake City,Core,2004,"Agriculture, Forestry, Fishing and Hunting",80
Salt Lake City,Core,2004,"Mining, Quarrying, and Oil and Gas Extraction",134
Salt Lake City,Core,2004,Utilities,1481
Salt Lake City,Core,2004,Construction,3176
Salt Lake City,Core,2004,Manufacturing,7813
Salt Lake City,Core,2004,Wholesale Trade,5828
Salt Lake City,Core,2004,Retail Trade,11226
Salt Lake City,Core,2004,Transportation and Warehousing,2649
Salt Lake City,Core,2004,Information,4097
Salt Lake City,Core,2004,Finance and Insurance,8633
Salt Lake City,Core,2004,Real Estate and Rental and Leasing,2283
Salt Lake City,Core,2004,"Professional, Scientific, and Technical Services",10165
Salt Lake City,Core,2004,Management of Companies and Enterprises,7525
Salt Lake City,Core,2004,"Administration & Support, Waste Management and Remediation",6667
Salt Lake City,Core,2004,Educational Services,15340
Salt Lake City,Core,2004,Health Care and Social Assistance,17058
Salt Lake City,Core,2004,"Arts, Entertainment, and Recreation",1717
Salt Lake City,Core,2004,Accommodation and Food Services,10612
Salt Lake City,Core,2004,Other Services (excluding Public Administration),3157
Salt Lake City,Core,2004,Public Administration,16584
Salt Lake City,Core,2003,"Agriculture, Forestry, Fishing and Hunting",83
Salt Lake City,Core,2003,"Mining, Quarrying, and Oil and Gas Extraction",141
Salt Lake City,Core,2003,Utilities,1552
Salt Lake City,Core,2003,Construction,3497
Salt Lake City,Core,2003,Manufacturing,7721
Salt Lake City,Core,2003,Wholesale Trade,5921
Salt Lake City,Core,2003,Retail Trade,11242
Salt Lake City,Core,2003,Transportation and Warehousing,2720
Salt Lake City,Core,2003,Information,4326
Salt Lake City,Core,2003,Finance and Insurance,8609
Salt Lake City,Core,2003,Real Estate and Rental and Leasing,2211
Salt Lake City,Core,2003,"Professional, Scientific, and Technical Services",10299
Salt Lake City,Core,2003,Management of Companies and Enterprises,7823
Salt Lake City,Core,2003,"Administration & Support, Waste Management and Remediation",6348
Salt Lake City,Core,2003,Educational Services,15263
Salt Lake City,Core,2003,Health Care and Social Assistance,16681
Salt Lake City,Core,2003,"Arts, Entertainment, and Recreation",1706
Salt Lake City,Core,2003,Accommodation and Food Services,11265
Salt Lake City,Core,2003,Other Services (excluding Public Administration),3497
Salt Lake City,Core,2003,Public Administration,16194
Salt Lake City,Core,2002,"Agriculture, Forestry, Fishing and Hunting",67
Salt Lake City,Core,2002,"Mining, Quarrying, and Oil and Gas Extraction",137
Salt Lake City,Core,2002,Utilities,1674
Salt Lake City,Core,2002,Construction,4195
Salt Lake City,Core,2002,Manufacturing,8043
Salt Lake City,Core,2002,Wholesale Trade,6096
Salt Lake City,Core,2002,Retail Trade,11890
Salt Lake City,Core,2002,Transportation and Warehousing,2847
Salt Lake City,Core,2002,Information,4776
Salt Lake City,Core,2002,Finance and Insurance,9017
Salt Lake City,Core,2002,Real Estate and Rental and Leasing,2124
Salt Lake City,Core,2002,"Professional, Scientific, and Technical Services",11140
Salt Lake City,Core,2002,Management of Companies and Enterprises,8022
Salt Lake City,Core,2002,"Administration & Support, Waste Management and Remediation",7388
Salt Lake City,Core,2002,Educational Services,15048
Salt Lake City,Core,2002,Health Care and Social Assistance,16494
Salt Lake City,Core,2002,"Arts, Entertainment, and Recreation",3638
Salt Lake City,Core,2002,Accommodation and Food Services,11679
Salt Lake City,Core,2002,Other Services (excluding Public Administration),3867
Salt Lake City,Core,2002,Public Administration,16274
Salt Lake City,10MI,2011,"Agriculture, Forestry, Fishing and Hunting",132
Salt Lake City,10MI,2011,"Mining, Quarrying, and Oil and Gas Extraction",1147
Salt Lake City,10MI,2011,Utilities,2443
Salt Lake City,10MI,2011,Construction,19587
Salt Lake City,10MI,2011,Manufacturing,39313
Salt Lake City,10MI,2011,Wholesale Trade,23792
Salt Lake City,10MI,2011,Retail Trade,41505
Salt Lake City,10MI,2011,Transportation and Warehousing,26049
Salt Lake City,10MI,2011,Information,11380
Salt Lake City,10MI,2011,Finance and Insurance,30269
Salt Lake City,10MI,2011,Real Estate and Rental and Leasing,7162
Salt Lake City,10MI,2011,"Professional, Scientific, and Technical Services",30266
Salt Lake City,10MI,2011,Management of Companies and Enterprises,12005
Salt Lake City,10MI,2011,"Administration & Support, Waste Management and Remediation",30844
Salt Lake City,10MI,2011,Educational Services,36280
Salt Lake City,10MI,2011,Health Care and Social Assistance,51606
Salt Lake City,10MI,2011,"Arts, Entertainment, and Recreation",3849
Salt Lake City,10MI,2011,Accommodation and Food Services,25219
Salt Lake City,10MI,2011,Other Services (excluding Public Administration),10776
Salt Lake City,10MI,2011,Public Administration,24959
Salt Lake City,10MI,2010,"Agriculture, Forestry, Fishing and Hunting",155
Salt Lake City,10MI,2010,"Mining, Quarrying, and Oil and Gas Extraction",922
Salt Lake City,10MI,2010,Utilities,2580
Salt Lake City,10MI,2010,Construction,19491
Salt Lake City,10MI,2010,Manufacturing,38589
Salt Lake City,10MI,2010,Wholesale Trade,23196
Salt Lake City,10MI,2010,Retail Trade,42098
Salt Lake City,10MI,2010,Transportation and Warehousing,24943
Salt Lake City,10MI,2010,Information,11767
Salt Lake City,10MI,2010,Finance and Insurance,29985
Salt Lake City,10MI,2010,Real Estate and Rental and Leasing,7214
Salt Lake City,10MI,2010,"Professional, Scientific, and Technical Services",28826
Salt Lake City,10MI,2010,Management of Companies and Enterprises,11782
Salt Lake City,10MI,2010,"Administration & Support, Waste Management and Remediation",28059
Salt Lake City,10MI,2010,Educational Services,35013
Salt Lake City,10MI,2010,Health Care and Social Assistance,52146
Salt Lake City,10MI,2010,"Arts, Entertainment, and Recreation",4153
Salt Lake City,10MI,2010,Accommodation and Food Services,25424
Salt Lake City,10MI,2010,Other Services (excluding Public Administration),10862
Salt Lake City,10MI,2010,Public Administration,25365
Salt Lake City,10MI,2009,"Agriculture, Forestry, Fishing and Hunting",200
Salt Lake City,10MI,2009,"Mining, Quarrying, and Oil and Gas Extraction",899
Salt Lake City,10MI,2009,Utilities,2610
Salt Lake City,10MI,2009,Construction,20995
Salt Lake City,10MI,2009,Manufacturing,38817
Salt Lake City,10MI,2009,Wholesale Trade,24113
Salt Lake City,10MI,2009,Retail Trade,42887
Salt Lake City,10MI,2009,Transportation and Warehousing,25491
Salt Lake City,10MI,2009,Information,11468
Salt Lake City,10MI,2009,Finance and Insurance,31465
Salt Lake City,10MI,2009,Real Estate and Rental and Leasing,7225
Salt Lake City,10MI,2009,"Professional, Scientific, and Technical Services",29384
Salt Lake City,10MI,2009,Management of Companies and Enterprises,11976
Salt Lake City,10MI,2009,"Administration & Support, Waste Management and Remediation",28237
Salt Lake City,10MI,2009,Educational Services,34423
Salt Lake City,10MI,2009,Health Care and Social Assistance,48788
Salt Lake City,10MI,2009,"Arts, Entertainment, and Recreation",4497
Salt Lake City,10MI,2009,Accommodation and Food Services,25253
Salt Lake City,10MI,2009,Other Services (excluding Public Administration),10735
Salt Lake City,10MI,2009,Public Administration,22754
Salt Lake City,10MI,2008,"Agriculture, Forestry, Fishing and Hunting",194
Salt Lake City,10MI,2008,"Mining, Quarrying, and Oil and Gas Extraction",904
Salt Lake City,10MI,2008,Utilities,2556
Salt Lake City,10MI,2008,Construction,24249
Salt Lake City,10MI,2008,Manufacturing,41970
Salt Lake City,10MI,2008,Wholesale Trade,24978
Salt Lake City,10MI,2008,Retail Trade,46127
Salt Lake City,10MI,2008,Transportation and Warehousing,27068
Salt Lake City,10MI,2008,Information,11628
Salt Lake City,10MI,2008,Finance and Insurance,32345
Salt Lake City,10MI,2008,Real Estate and Rental and Leasing,7915
Salt Lake City,10MI,2008,"Professional, Scientific, and Technical Services",30600
Salt Lake City,10MI,2008,Management of Companies and Enterprises,12445
Salt Lake City,10MI,2008,"Administration & Support, Waste Management and Remediation",31383
Salt Lake City,10MI,2008,Educational Services,32117
Salt Lake City,10MI,2008,Health Care and Social Assistance,45052
Salt Lake City,10MI,2008,"Arts, Entertainment, and Recreation",4208
Salt Lake City,10MI,2008,Accommodation and Food Services,26340
Salt Lake City,10MI,2008,Other Services (excluding Public Administration),11411
Salt Lake City,10MI,2008,Public Administration,22646
Salt Lake City,10MI,2007,"Agriculture, Forestry, Fishing and Hunting",242
Salt Lake City,10MI,2007,"Mining, Quarrying, and Oil and Gas Extraction",751
Salt Lake City,10MI,2007,Utilities,2590
Salt Lake City,10MI,2007,Construction,25669
Salt Lake City,10MI,2007,Manufacturing,39474
Salt Lake City,10MI,2007,Wholesale Trade,24260
Salt Lake City,10MI,2007,Retail Trade,46014
Salt Lake City,10MI,2007,Transportation and Warehousing,26221
Salt Lake City,10MI,2007,Information,12813
Salt Lake City,10MI,2007,Finance and Insurance,32719
Salt Lake City,10MI,2007,Real Estate and Rental and Leasing,7716
Salt Lake City,10MI,2007,"Professional, Scientific, and Technical Services",28469
Salt Lake City,10MI,2007,Management of Companies and Enterprises,12829
Salt Lake City,10MI,2007,"Administration & Support, Waste Management and Remediation",31075
Salt Lake City,10MI,2007,Educational Services,31609
Salt Lake City,10MI,2007,Health Care and Social Assistance,44568
Salt Lake City,10MI,2007,"Arts, Entertainment, and Recreation",4034
Salt Lake City,10MI,2007,Accommodation and Food Services,25111
Salt Lake City,10MI,2007,Other Services (excluding Public Administration),10927
Salt Lake City,10MI,2007,Public Administration,22452
Salt Lake City,10MI,2006,"Agriculture, Forestry, Fishing and Hunting",198
Salt Lake City,10MI,2006,"Mining, Quarrying, and Oil and Gas Extraction",556
Salt Lake City,10MI,2006,Utilities,2525
Salt Lake City,10MI,2006,Construction,22962
Salt Lake City,10MI,2006,Manufacturing,38534
Salt Lake City,10MI,2006,Wholesale Trade,23367
Salt Lake City,10MI,2006,Retail Trade,43951
Salt Lake City,10MI,2006,Transportation and Warehousing,24922
Salt Lake City,10MI,2006,Information,11792
Salt Lake City,10MI,2006,Finance and Insurance,33199
Salt Lake City,10MI,2006,Real Estate and Rental and Leasing,7348
Salt Lake City,10MI,2006,"Professional, Scientific, and Technical Services",27994
Salt Lake City,10MI,2006,Management of Companies and Enterprises,12907
Salt Lake City,10MI,2006,"Administration & Support, Waste Management and Remediation",32617
Salt Lake City,10MI,2006,Educational Services,32442
Salt Lake City,10MI,2006,Health Care and Social Assistance,43805
Salt Lake City,10MI,2006,"Arts, Entertainment, and Recreation",3831
Salt Lake City,10MI,2006,Accommodation and Food Services,25451
Salt Lake City,10MI,2006,Other Services (excluding Public Administration),10407
Salt Lake City,10MI,2006,Public Administration,22334
Salt Lake City,10MI,2005,"Agriculture, Forestry, Fishing and Hunting",177
Salt Lake City,10MI,2005,"Mining, Quarrying, and Oil and Gas Extraction",514
Salt Lake City,10MI,2005,Utilities,2462
Salt Lake City,10MI,2005,Construction,19633
Salt Lake City,10MI,2005,Manufacturing,39250
Salt Lake City,10MI,2005,Wholesale Trade,22946
Salt Lake City,10MI,2005,Retail Trade,45024
Salt Lake City,10MI,2005,Transportation and Warehousing,25149
Salt Lake City,10MI,2005,Information,12004
Salt Lake City,10MI,2005,Finance and Insurance,30650
Salt Lake City,10MI,2005,Real Estate and Rental and Leasing,6826
Salt Lake City,10MI,2005,"Professional, Scientific, and Technical Services",24733
Salt Lake City,10MI,2005,Management of Companies and Enterprises,12903
Salt Lake City,10MI,2005,"Administration & Support, Waste Management and Remediation",31123
Salt Lake City,10MI,2005,Educational Services,32230
Salt Lake City,10MI,2005,Health Care and Social Assistance,43194
Salt Lake City,10MI,2005,"Arts, Entertainment, and Recreation",3709
Salt Lake City,10MI,2005,Accommodation and Food Services,24770
Salt Lake City,10MI,2005,Other Services (excluding Public Administration),10177
Salt Lake City,10MI,2005,Public Administration,22242
Salt Lake City,10MI,2004,"Agriculture, Forestry, Fishing and Hunting",194
Salt Lake City,10MI,2004,"Mining, Quarrying, and Oil and Gas Extraction",440
Salt Lake City,10MI,2004,Utilities,2324
Salt Lake City,10MI,2004,Construction,18584
Salt Lake City,10MI,2004,Manufacturing,38652
Salt Lake City,10MI,2004,Wholesale Trade,22338
Salt Lake City,10MI,2004,Retail Trade,44980
Salt Lake City,10MI,2004,Transportation and Warehousing,21935
Salt Lake City,10MI,2004,Information,11477
Salt Lake City,10MI,2004,Finance and Insurance,30409
Salt Lake City,10MI,2004,Real Estate and Rental and Leasing,6615
Salt Lake City,10MI,2004,"Professional, Scientific, and Technical Services",23553
Salt Lake City,10MI,2004,Management of Companies and Enterprises,13067
Salt Lake City,10MI,2004,"Administration & Support, Waste Management and Remediation",27985
Salt Lake City,10MI,2004,Educational Services,31488
Salt Lake City,10MI,2004,Health Care and Social Assistance,42209
Salt Lake City,10MI,2004,"Arts, Entertainment, and Recreation",3521
Salt Lake City,10MI,2004,Accommodation and Food Services,24846
Salt Lake City,10MI,2004,Other Services (excluding Public Administration),10552
Salt Lake City,10MI,2004,Public Administration,22226
Salt Lake City,10MI,2003,"Agriculture, Forestry, Fishing and Hunting",190
Salt Lake City,10MI,2003,"Mining, Quarrying, and Oil and Gas Extraction",404
Salt Lake City,10MI,2003,Utilities,2392
Salt Lake City,10MI,2003,Construction,18377
Salt Lake City,10MI,2003,Manufacturing,38135
Salt Lake City,10MI,2003,Wholesale Trade,22210
Salt Lake City,10MI,2003,Retail Trade,43713
Salt Lake City,10MI,2003,Transportation and Warehousing,24281
Salt Lake City,10MI,2003,Information,11369
Salt Lake City,10MI,2003,Finance and Insurance,27348
Salt Lake City,10MI,2003,Real Estate and Rental and Leasing,6770
Salt Lake City,10MI,2003,"Professional, Scientific, and Technical Services",23642
Salt Lake City,10MI,2003,Management of Companies and Enterprises,13166
Salt Lake City,10MI,2003,"Administration & Support, Waste Management and Remediation",26143
Salt Lake City,10MI,2003,Educational Services,31362
Salt Lake City,10MI,2003,Health Care and Social Assistance,40575
Salt Lake City,10MI,2003,"Arts, Entertainment, and Recreation",3716
Salt Lake City,10MI,2003,Accommodation and Food Services,25549
Salt Lake City,10MI,2003,Other Services (excluding Public Administration),10903
Salt Lake City,10MI,2003,Public Administration,21718
Salt Lake City,10MI,2002,"Agriculture, Forestry, Fishing and Hunting",160
Salt Lake City,10MI,2002,"Mining, Quarrying, and Oil and Gas Extraction",417
Salt Lake City,10MI,2002,Utilities,2511
Salt Lake City,10MI,2002,Construction,19388
Salt Lake City,10MI,2002,Manufacturing,38668
Salt Lake City,10MI,2002,Wholesale Trade,22987
Salt Lake City,10MI,2002,Retail Trade,45773
Salt Lake City,10MI,2002,Transportation and Warehousing,25518
Salt Lake City,10MI,2002,Information,12483
Salt Lake City,10MI,2002,Finance and Insurance,31665
Salt Lake City,10MI,2002,Real Estate and Rental and Leasing,6713
Salt Lake City,10MI,2002,"Professional, Scientific, and Technical Services",24818
Salt Lake City,10MI,2002,Management of Companies and Enterprises,13636
Salt Lake City,10MI,2002,"Administration & Support, Waste Management and Remediation",27534
Salt Lake City,10MI,2002,Educational Services,31190
Salt Lake City,10MI,2002,Health Care and Social Assistance,39645
Salt Lake City,10MI,2002,"Arts, Entertainment, and Recreation",5641
Salt Lake City,10MI,2002,Accommodation and Food Services,25858
Salt Lake City,10MI,2002,Other Services (excluding Public Administration),11424
Salt Lake City,10MI,2002,Public Administration,22005
Seattle,Metro,2011,"Agriculture, Forestry, Fishing and Hunting",3898
Seattle,Metro,2011,"Mining, Quarrying, and Oil and Gas Extraction",702
Seattle,Metro,2011,Utilities,6897
Seattle,Metro,2011,Construction,67342
Seattle,Metro,2011,Manufacturing,162133
Seattle,Metro,2011,Wholesale Trade,80577
Seattle,Metro,2011,Retail Trade,158980
Seattle,Metro,2011,Transportation and Warehousing,64500
Seattle,Metro,2011,Information,95412
Seattle,Metro,2011,Finance and Insurance,58190
Seattle,Metro,2011,Real Estate and Rental and Leasing,28413
Seattle,Metro,2011,"Professional, Scientific, and Technical Services",116713
Seattle,Metro,2011,Management of Companies and Enterprises,27156
Seattle,Metro,2011,"Administration & Support, Waste Management and Remediation",79738
Seattle,Metro,2011,Educational Services,122515
Seattle,Metro,2011,Health Care and Social Assistance,190191
Seattle,Metro,2011,"Arts, Entertainment, and Recreation",31595
Seattle,Metro,2011,Accommodation and Food Services,104776
Seattle,Metro,2011,Other Services (excluding Public Administration),63813
Seattle,Metro,2011,Public Administration,62760
Seattle,Metro,2010,"Agriculture, Forestry, Fishing and Hunting",4145
Seattle,Metro,2010,"Mining, Quarrying, and Oil and Gas Extraction",706
Seattle,Metro,2010,Utilities,7078
Seattle,Metro,2010,Construction,69074
Seattle,Metro,2010,Manufacturing,156337
Seattle,Metro,2010,Wholesale Trade,77153
Seattle,Metro,2010,Retail Trade,153192
Seattle,Metro,2010,Transportation and Warehousing,62363
Seattle,Metro,2010,Information,90805
Seattle,Metro,2010,Finance and Insurance,58051
Seattle,Metro,2010,Real Estate and Rental and Leasing,28687
Seattle,Metro,2010,"Professional, Scientific, and Technical Services",110053
Seattle,Metro,2010,Management of Companies and Enterprises,26998
Seattle,Metro,2010,"Administration & Support, Waste Management and Remediation",74317
Seattle,Metro,2010,Educational Services,121477
Seattle,Metro,2010,Health Care and Social Assistance,181062
Seattle,Metro,2010,"Arts, Entertainment, and Recreation",31026
Seattle,Metro,2010,Accommodation and Food Services,102011
Seattle,Metro,2010,Other Services (excluding Public Administration),60481
Seattle,Metro,2010,Public Administration,64736
Seattle,Metro,2009,"Agriculture, Forestry, Fishing and Hunting",4319
Seattle,Metro,2009,"Mining, Quarrying, and Oil and Gas Extraction",744
Seattle,Metro,2009,Utilities,6754
Seattle,Metro,2009,Construction,82488
Seattle,Metro,2009,Manufacturing,164232
Seattle,Metro,2009,Wholesale Trade,79344
Seattle,Metro,2009,Retail Trade,153072
Seattle,Metro,2009,Transportation and Warehousing,63729
Seattle,Metro,2009,Information,92639
Seattle,Metro,2009,Finance and Insurance,60822
Seattle,Metro,2009,Real Estate and Rental and Leasing,30120
Seattle,Metro,2009,"Professional, Scientific, and Technical Services",109443
Seattle,Metro,2009,Management of Companies and Enterprises,28511
Seattle,Metro,2009,"Administration & Support, Waste Management and Remediation",73224
Seattle,Metro,2009,Educational Services,121830
Seattle,Metro,2009,Health Care and Social Assistance,175467
Seattle,Metro,2009,"Arts, Entertainment, and Recreation",30811
Seattle,Metro,2009,Accommodation and Food Services,103181
Seattle,Metro,2009,Other Services (excluding Public Administration),57705
Seattle,Metro,2009,Public Administration,54925
Seattle,Metro,2008,"Agriculture, Forestry, Fishing and Hunting",4579
Seattle,Metro,2008,"Mining, Quarrying, and Oil and Gas Extraction",872
Seattle,Metro,2008,Utilities,6474
Seattle,Metro,2008,Construction,103415
Seattle,Metro,2008,Manufacturing,159315
Seattle,Metro,2008,Wholesale Trade,83463
Seattle,Metro,2008,Retail Trade,162376
Seattle,Metro,2008,Transportation and Warehousing,64822
Seattle,Metro,2008,Information,86536
Seattle,Metro,2008,Finance and Insurance,63845
Seattle,Metro,2008,Real Estate and Rental and Leasing,31648
Seattle,Metro,2008,"Professional, Scientific, and Technical Services",115023
Seattle,Metro,2008,Management of Companies and Enterprises,28466
Seattle,Metro,2008,"Administration & Support, Waste Management and Remediation",83763
Seattle,Metro,2008,Educational Services,117986
Seattle,Metro,2008,Health Care and Social Assistance,165871
Seattle,Metro,2008,"Arts, Entertainment, and Recreation",30271
Seattle,Metro,2008,Accommodation and Food Services,106303
Seattle,Metro,2008,Other Services (excluding Public Administration),56568
Seattle,Metro,2008,Public Administration,52868
Seattle,Metro,2007,"Agriculture, Forestry, Fishing and Hunting",4678
Seattle,Metro,2007,"Mining, Quarrying, and Oil and Gas Extraction",903
Seattle,Metro,2007,Utilities,6175
Seattle,Metro,2007,Construction,104703
Seattle,Metro,2007,Manufacturing,173125
Seattle,Metro,2007,Wholesale Trade,82528
Seattle,Metro,2007,Retail Trade,160556
Seattle,Metro,2007,Transportation and Warehousing,66446
Seattle,Metro,2007,Information,66681
Seattle,Metro,2007,Finance and Insurance,65458
Seattle,Metro,2007,Real Estate and Rental and Leasing,31205
Seattle,Metro,2007,"Professional, Scientific, and Technical Services",106890
Seattle,Metro,2007,Management of Companies and Enterprises,27740
Seattle,Metro,2007,"Administration & Support, Waste Management and Remediation",86270
Seattle,Metro,2007,Educational Services,117588
Seattle,Metro,2007,Health Care and Social Assistance,161406
Seattle,Metro,2007,"Arts, Entertainment, and Recreation",28857
Seattle,Metro,2007,Accommodation and Food Services,105123
Seattle,Metro,2007,Other Services (excluding Public Administration),55118
Seattle,Metro,2007,Public Administration,50936
Seattle,Metro,2006,"Agriculture, Forestry, Fishing and Hunting",4776
Seattle,Metro,2006,"Mining, Quarrying, and Oil and Gas Extraction",918
Seattle,Metro,2006,Utilities,6048
Seattle,Metro,2006,Construction,94317
Seattle,Metro,2006,Manufacturing,168759
Seattle,Metro,2006,Wholesale Trade,80649
Seattle,Metro,2006,Retail Trade,160172
Seattle,Metro,2006,Transportation and Warehousing,65960
Seattle,Metro,2006,Information,84017
Seattle,Metro,2006,Finance and Insurance,68949
Seattle,Metro,2006,Real Estate and Rental and Leasing,31165
Seattle,Metro,2006,"Professional, Scientific, and Technical Services",97967
